ID,name,website
1014,"
HTC Vive review
",https://www.pcgamer.com/htc-vive-review/
1015,"
Hover Junkers review
",https://www.pcgamer.com/hover-junkers-review/
1016,"
Enter The Gungeon review
",https://www.pcgamer.com/enter-the-gungeon-review/
1017,"
Quantum Break review
",https://www.pcgamer.com/quantum-break-review/
1018,"
MSI Vortex review
",https://www.pcgamer.com/msi-vortex-review/
1019,"
Dark Souls 3 review
",https://www.pcgamer.com/dark-souls-3-review/
1020,"
Oculus Rift review
",https://www.pcgamer.com/oculus-rift-review/
1021,"
Ashes of the Singularity review
",https://www.pcgamer.com/ashes-of-the-singularity-review/
1022,"
Hyper Light Drifter review
",https://www.pcgamer.com/hyper-light-drifter-review/
1023,"
UpDesk PowerUp Series III review
",https://www.pcgamer.com/updesk-powerup-series-iii-review/
1024,"
Adr1ft review
",https://www.pcgamer.com/adr1ft-review/
1025,"
Lucky's Tale review
",https://www.pcgamer.com/luckys-tale-review/
1026,"
Day of the Tentacle Remastered review
",https://www.pcgamer.com/day-of-the-tentacle-remastered-review/
1027,"
Samorost 3 review
",https://www.pcgamer.com/samorost-3-review/
1028,"
Fallout 4: Automatron review
",https://www.pcgamer.com/fallout-4-automatron-review/
1029,"
Out of the Park Baseball 17 review
",https://www.pcgamer.com/out-of-the-park-baseball-17-review/
1030,"
Need For Speed review
",https://www.pcgamer.com/need-for-speed-review/
1031,"
Hitman GO: Definitive Edition review
",https://www.pcgamer.com/hitman-go-definitive-edition-review/
1032,"
Tom Clancy's The Division review
",https://www.pcgamer.com/tom-clancys-the-division-review/
1033,"
Hitman: Intro Pack review
",https://www.pcgamer.com/hitman-intro-pack-review/
1034,"
Grim Dawn review
",https://www.pcgamer.com/grim-dawn-review/
1035,"
Gears of War Ultimate Edition review
",https://www.pcgamer.com/gears-of-war-ultimate-edition-review/
1036,"
Shardlight review
",https://www.pcgamer.com/shardlight-review/
1037,"
Soul Axiom review
",https://www.pcgamer.com/soul-axiom-review/
1038,"
Disgaea review
",https://www.pcgamer.com/disgaea-review/
1039,"
Thecus N5810PRO NAS Review
",https://www.pcgamer.com/thecus-n5810pro-nas-review/
1040,"
Galactic Civilizations 3: Mercenaries review
",https://www.pcgamer.com/galactic-civilizations-3-mercenaries-review/
1041,"
Far Cry Primal review
",https://www.pcgamer.com/far-cry-primal-review/
1042,"
Stardew Valley review
",https://www.pcgamer.com/stardew-valley-review/
1043,"
Superhot review
",https://www.pcgamer.com/superhot-review-2/
1044,"
Town of Light review
",https://www.pcgamer.com/town-of-light-review/
1045,"
The Flame in the Flood review
",https://www.pcgamer.com/the-flame-in-the-flood-review/
1046,"
MSI Z170A Tomahawk review
",https://www.pcgamer.com/msi-z170a-tomahawk-review/
1047,"
Street Fighter V review
",https://www.pcgamer.com/street-fighter-v-review/
1048,"
Asus G752VT-DH72 Review
",https://www.pcgamer.com/asus-g752vt-dh72-review/
1049,"
Prospekt review
",https://www.pcgamer.com/prospekt-review/
1050,"
Danganronpa: Trigger Happy Havoc review
",https://www.pcgamer.com/danganronpa-trigger-happy-havoc-review/
1051,"
Cities: Skylines - Snowfall review
",https://www.pcgamer.com/cities-skylines-snowfall-review/
1052,"
Razer Mamba Chroma Wireless Gaming Mouse Review
",https://www.pcgamer.com/razer-mamba-rgb-wireless-gaming-mouse-review/
1053,"
Creative Sound BlasterX H5 Review
",https://www.pcgamer.com/creative-sound-blasterx-h5-review/
1054,"
Layers of Fear review
",https://www.pcgamer.com/layers-of-fear-review/
1055,"
Unravel review
",https://www.pcgamer.com/unravel-review/
1056,"
Sapphire Radeon R9 380 4GB Review
",https://www.pcgamer.com/sapphire-radeon-r9-380-4gb-review/
1057,"
The Aquatic Adventure of the Last Human review
",https://www.pcgamer.com/the-aquatic-adventure-of-the-last-human-review/
1058,"
Dying Light: The Following review
",https://www.pcgamer.com/dying-light-the-following-review/
1059,"
Firewatch review
",https://www.pcgamer.com/firewatch-review/
1060,"
YubiKey Neo and Neo-n Review
",https://www.pcgamer.com/yubikey-neo-and-neo-n-review/
1061,"
Lego Marvel's Avengers review
",https://www.pcgamer.com/lego-marvels-avengers-review-2/
1062,"
Use Good Headphones with a Modmic
",https://www.pcgamer.com/modmic-headphone-microphone-review/
1063,"
Rise of the Tomb Raider: Baba Yaga DLC review
",https://www.pcgamer.com/rise-of-the-tomb-raider-baba-yaga-dlc-review/
1064,"
XCOM 2 review
",https://www.pcgamer.com/xcom-2-review/
1065,"
Bombshell review
",https://www.pcgamer.com/bombshell-review/
1066,"
American Truck Simulator review
",https://www.pcgamer.com/american-truck-simulator-review/
1067,"
Blade and Soul review
",https://www.pcgamer.com/blade-and-soul-review/
1068,"
Rise of the Tomb Raider review
",https://www.pcgamer.com/rise-of-the-tomb-raider-review/
1069,"
NZXT CAM 3.0 Review
",https://www.pcgamer.com/nzxt-cam-30-review/
1070,"
The Witness review
",https://www.pcgamer.com/the-witness-review/
1071,"
Samsung 950 Pro 512GB Review
",https://www.pcgamer.com/samsung-950-pro-512gb-review/
1072,"
Crashlands review
",https://www.pcgamer.com/crashlands-review/
1073,"
The Westport Independent review
",https://www.pcgamer.com/the-westport-indepedent-review/
1074,"
Pony Island review
",https://www.pcgamer.com/pony-island-review/
1075,"
Homeworld: Deserts of Kharak review
",https://www.pcgamer.com/homeworld-deserts-of-kharak-review/
1076,"
Darkest Dungeon review
",https://www.pcgamer.com/darkest-dungeon-review/
1077,"
Resident Evil 0 HD Remaster Review
",https://www.pcgamer.com/resident-evil-0-hd-remaster-review/
1078,"
Oxenfree review
",https://www.pcgamer.com/oxenfree-review/
1079,"
Aviary Attorney review
",https://www.pcgamer.com/aviary-attorney-review/
1080,"
That Dragon, Cancer review
",https://www.pcgamer.com/that-dragon-cancer-review/
1081,"
Dragon's Dogma: Dark Arisen review
",https://www.pcgamer.com/dragons-dogma-dark-arisen-review/
1082,"
Tharsis review
",https://www.pcgamer.com/tharsis-review/
1083,"
Alienware Steam Machine Review
",https://www.pcgamer.com/alienware-steam-machine-review/
1084,"
Evodesk standing desk review
",https://www.pcgamer.com/evodesk-standing-desk-review/
1085,"
Polk Audio Striker Pro Review
",https://www.pcgamer.com/polk-audio-striker-pro-review/
1086,"
Four Weeks with Google OnHub
",https://www.pcgamer.com/four-weeks-with-google-onhub/
1087,"
SteelSeries Rival 100 Gaming Mouse Review
",https://www.pcgamer.com/steelseries-rival-100-gaming-mouse-review/
1088,"
Crucial BX200 480GB SSD Review
",https://www.pcgamer.com/crucial-bx200-480gb-ssd-review/
1089,"
Dirt Rally review
",https://www.pcgamer.com/dirt-rally-review/
1090,"
Surface Pro 4 Review
",https://www.pcgamer.com/surface-pro-4-review/
1091,"
Life is Feudal: Your Own review
",https://www.pcgamer.com/life-is-feudal-your-own-review/
1092,"
Total War: Attila - Age of Charlemagne review
",https://www.pcgamer.com/total-war-attila-age-of-charlemagne-review/
1093,"
Dragon Quest Heroes review
",https://www.pcgamer.com/dragon-quest-heroes-review/
1094,"
Xbox Elite Controller Review
",https://www.pcgamer.com/xbox-elite-controller-review/
1095,"
Nuclear Throne review
",https://www.pcgamer.com/nuclear-throne-review/
1096,"
NextDesk Air Review (Updated)
",https://www.pcgamer.com/nextdesk-air-review/
1097,"
Asus Z170 Sabertooth Mark 1 review
",https://www.pcgamer.com/asus-z170-sabertooth-mark-1-review/
1098,"
Rainbow Six Siege review
",https://www.pcgamer.com/rainbow-six-siege-review/
1099,"
Hard West review
",https://www.pcgamer.com/hard-west-review/
1100,"
Samsung 850 Evo 2TB Review
",https://www.pcgamer.com/samsung-850-evo-2tb-review/
1101,"
Samsung 850 Pro 2TB Review
",https://www.pcgamer.com/samsung-850-pro-2tb-review/
1102,"
Just Cause 3 review
",https://www.pcgamer.com/just-cause-3-review/
1103,"
MSI GT72S with GTX 980
",https://www.pcgamer.com/msi-gt72s-with-gtx-980/
1104,"
Synology RC18015xs+ Cluster Review
",https://www.pcgamer.com/synology-rc18015xs-cluster-review/
1105,"
Assassin's Creed: Syndicate review
",https://www.pcgamer.com/assassins-creed-syndicate-review/
1106,"
Sonic: Lost World review
",https://www.pcgamer.com/sonic-lost-world-review/
1107,"
Football Manager 2016 review
",https://www.pcgamer.com/football-manager-2016-review/
1108,"
AMD R9 380X Review Featuring Sapphire
",https://www.pcgamer.com/amd-r9-380x-review-featuring-sapphire/
1109,"
Asus Strix R9 380X OC Review
",https://www.pcgamer.com/asus-strix-r9-380x-oc-review/
1110,"
Star Wars Battlefront review
",https://www.pcgamer.com/star-wars-battlefront-review/
1111,"
Game of Thrones review (season one)
",https://www.pcgamer.com/game-of-thrones-review-season-one/
1112,"
Logitech G633 Artemis Spectrum Gaming Headset Review
",https://www.pcgamer.com/logitech-g633-artemis-spectrum-gaming-headset-review/
1113,"
StarCraft 2: Legacy of the Void review
",https://www.pcgamer.com/starcraft-2-legacy-of-the-void-review/
1114,"
Chaos Reborn review
",https://www.pcgamer.com/chaos-reborn-review/
1115,"
QNAP TVS-EC1080+ 10-Bay NAS Review
",https://www.pcgamer.com/qnap-tvs-ec1080-10-bay-nas-review/
1116,"
Razer Diamondback Review
",https://www.pcgamer.com/razer-diamondback-review/
1117,"
Call of Duty: Black Ops 3 review
",https://www.pcgamer.com/call-of-duty-black-ops-3-review/
1118,"
Anno 2205 review
",https://www.pcgamer.com/anno-2205-review/
1119,"
Fallout 4 review
",https://www.pcgamer.com/fallout-4-review/
1120,"
Galak-Z review
",https://www.pcgamer.com/galak-z-the-dimensional-review/
1121,"
MSI Z170A XPower Gaming Titanium Edition review
",https://www.pcgamer.com/msi-z170a-xpower-gaming-titanium-edition-review/
1122,"
Samsung SSD 950 Pro review
",https://www.pcgamer.com/samsung-ssd-950-pro-review/
1123,"
Tales of Zestiria review
",https://www.pcgamer.com/tales-of-zestiria-review/
1124,"
Asus Maximus VIII Extreme Review
",https://www.pcgamer.com/asus-maximus-viii-extreme-review/
1125,"
Logitech G633 Artemis Spectrum review
",https://www.pcgamer.com/logitech-g633-artemis-spectrum-review/
1126,"
Guild Wars 2: Heart of Thorns review
",https://www.pcgamer.com/guild-wars-2-heart-of-thorns-review/
1127,"
Kingdom review
",https://www.pcgamer.com/kingdom-review/
1128,"
Batman: Arkham Knight review
",https://www.pcgamer.com/batman-arkham-knight-review/
1129,"
Warhammer: End Times – Vermintide review
",https://www.pcgamer.com/warhammer-vermintide-review/
1130,"
Rebel Galaxy review
",https://www.pcgamer.com/rebel-galaxy-review/
1131,"
Zotac GTX 980 Ti Amp! Extreme
",https://www.pcgamer.com/zotac-gtx-980-ti-amp-extreme/
1132,"
Asus MG279Q Review
",https://www.pcgamer.com/asus-mg279q-review/
1133,"
Fractal Design Define S Review
",https://www.pcgamer.com/fractal-design-define-s-review/
1134,"
Razer Kraken Pro Review
",https://www.pcgamer.com/razer-kraken-pro-review/
1135,"
Eurocom M5 Pro Review
",https://www.pcgamer.com/eurocom-m5-pro-review/
1136,"
Sword Coast Legends review
",https://www.pcgamer.com/sword-coast-legends-review/
1137,"
Tales from the Borderlands review (season)
",https://www.pcgamer.com/tales-from-the-borderlands-review-season/
1138,"
Life Is Strange review
",https://www.pcgamer.com/life-is-strange-review/
1139,"
Samsung 950 Pro 256GB Review
",https://www.pcgamer.com/samsung-950-pro-256gb-review/
1140,"
Mushroom 11 review
",https://www.pcgamer.com/mushroom-11-review/
1141,"
Human Resource Machine review
",https://www.pcgamer.com/human-resource-machine-review/
1142,"
Origin PC Millennium
",https://www.pcgamer.com/origin-pc-millennium/
1143,"
Broforce review
",https://www.pcgamer.com/broforce-review/
1144,"
Corsair Strafe Mechanical Keyboard Review
",https://www.pcgamer.com/corsair-strafe-mechanical-keyboard-review/
1145,"
Prison Architect review
",https://www.pcgamer.com/prison-architect-review/
1146,"
The Witcher 3: Hearts of Stone review
",https://www.pcgamer.com/the-witcher-3-hearts-of-stone-review/
1147,"
80 Days review
",https://www.pcgamer.com/80-days-review/
1148,"
Kingston HyperX Predator 480GB
",https://www.pcgamer.com/kingston-hyperx-predator-480gb/
1149,"
Corsair Void Wireless Dolby 7.1 headset review
",https://www.pcgamer.com/corsair-void-wireless-dolby-71-headset-review/
1150,"
Pro Evolution Soccer 2016 review
",https://www.pcgamer.com/pes-2016-review/
1151,"
Armikrog review
",https://www.pcgamer.com/armikrog-review/
1152,"
Civilization: Beyond Earth – Rising Tide review
",https://www.pcgamer.com/civilization-beyond-earth-rising-tide-review/
1153,"
The Beginner's Guide review
",https://www.pcgamer.com/the-beginners-guide-review/
1154,"
Razer Mamba review
",https://www.pcgamer.com/razer-mamba-review/
1155,"
Viewsonic VX2475 Smhl-4K Review
",https://www.pcgamer.com/viewsonic-vx2475-smhl-4k-review/
1156,"
OCZ Trion 100 480GB Review
",https://www.pcgamer.com/ocz-trion-100-480gb-review/
1157,"
Else Heart.Break() review
",https://www.pcgamer.com/else-heartbreak-review/
1158,"
Undertale review
",https://www.pcgamer.com/undertale-review/
1159,"
Samsung SM951 NVMe 256GB Review
",https://www.pcgamer.com/samsung-sm951-nvme-256gb-review/
1160,"
FIFA 16 review
",https://www.pcgamer.com/fifa-16-review/
1161,"
World of Warships review
",https://www.pcgamer.com/world-of-warships-review/
1162,"
Cities: Skylines - After Dark review
",https://www.pcgamer.com/cities-skylines-after-dark-review/
1163,"
Blood Bowl 2 review
",https://www.pcgamer.com/blood-bowl-2-review/
1164,"
Skyshine's Bedlam review
",https://www.pcgamer.com/skyshines-bedlam-review/
1165,"
Dragon Age Inquisition: Trespasser review
",https://www.pcgamer.com/dragon-age-inquisition-trespasser-review/
1166,"
SOMA review
",https://www.pcgamer.com/soma-review/
1167,"
Review: MSI GT80 Titan
",https://www.pcgamer.com/review-msi-gt80-titan/
1168,"
Lovers in a Dangerous Spacetime review
",https://www.pcgamer.com/lovers-in-a-dangerous-spacetime-review/
1169,"
Review: KOR-FX Gaming Vest
",https://www.pcgamer.com/review-kor-fx-gaming-vest/
1170,"
Warhammer 40,000: Regicide review
",https://www.pcgamer.com/warhammer-40000-regicide-review/
1171,"
Dropsy review
",https://www.pcgamer.com/dropsy-review/
1172,"
AMD R9 Nano Review
",https://www.pcgamer.com/amd-r9-nano-review/
1173,"
Mad Max review
",https://www.pcgamer.com/mad-max-review-pc/
1174,"
Metal Gear Solid V: The Phantom Pain review
",https://www.pcgamer.com/metal-gear-solid-5-review/
1175,"
Act of Aggression review
",https://www.pcgamer.com/act-of-aggression-review/
1176,"
Synology DiskStation DS415play NAS Review
",https://www.pcgamer.com/synology-diskstation-ds415play-nas-review/
1177,"
Final Fantasy Type-0 review
",https://www.pcgamer.com/final-fantasy-type-0-review/
1178,"
Shadowrun: Hong Kong review
",https://www.pcgamer.com/shadowrun-hong-kong-review/
1179,"
Pillars of Eternity: The White March Part I review
",https://www.pcgamer.com/pillars-of-eternity-the-white-march-part-i-review/
1180,"
Super Mega Baseball: Extra Innings review
",https://www.pcgamer.com/super-mega-baseball-extra-innings-review/
1181,"
QNAP TurboNAS TS-451 Review
",https://www.pcgamer.com/qnap-turbonas-ts-451-review/
1182,"
Dragon Age Inquistion: The Descent review
",https://www.pcgamer.com/dragon-age-inquistion-the-descent-review/
1183,"
Satellite Reign review
",https://www.pcgamer.com/satellite-reign-review/
1184,"
Zombi review
",https://www.pcgamer.com/zombi-review/
1185,"
Nvidia GeForce GTX 950 Review
",https://www.pcgamer.com/nvidia-geforce-gtx-950-review/
1186,"
Sentris review
",https://www.pcgamer.com/sentris-review/
1187,"
Volume review
",https://www.pcgamer.com/volume-review/
1188,"
Digital Storm Bolt 3 Review
",https://www.pcgamer.com/digital-storm-bolt-3-review/
1189,"
Beyond Eyes review
",https://www.pcgamer.com/beyond-eyes-review/
1190,"
Victor Vran review
",https://www.pcgamer.com/victor-vran-review/
1191,"
Synology DiskStation DS2415+ NAS Review
",https://www.pcgamer.com/synology-diskstation-ds2415-nas-review/
1192,"
Nvidia Shield Review (2015)
",https://www.pcgamer.com/nvidia-shield-review-2015/
1193,"
Kyn review
",https://www.pcgamer.com/kyn-review/
1194,"
Five Nights at Freddy's 4 review
",https://www.pcgamer.com/five-nights-at-freddys-4-review/
1195,"
Intel Skylake Review
",https://www.pcgamer.com/intel-skylake-review/
1196,"
Contradiction review
",https://www.pcgamer.com/contradiction-review-2/
1197,"
Intel SSD 750 1.2TB Review
",https://www.pcgamer.com/intel-ssd-750-12tb-review/
1198,"
Acer XG270HU Review
",https://www.pcgamer.com/acer-xg270hu-review/
1199,"
Samsung SM951 Review
",https://www.pcgamer.com/samsung-sm951-review/
1200,"
Audio-Technica ATH-PDG1 Review
",https://www.pcgamer.com/audio-technica-ath-pdg1-review/
1201,"
Asus R9 Fury Strix Review
",https://www.pcgamer.com/asus-r9-fury-strix-review/
1202,"
King's Quest: A Knight to Remember review
",https://www.pcgamer.com/kings-quest-a-knight-to-remember-review/
1203,"
Windows 10 Review
",https://www.pcgamer.com/windows-10-review/
1204,"
Samsung SM951 M.2 SSD review
",https://www.pcgamer.com/samsung-sm951-m2-ssd-review/
1205,"
Way of the Samurai 4 review
",https://www.pcgamer.com/way-of-the-samurai-4-review/
1206,"
The Swindle review
",https://www.pcgamer.com/the-swindle-review/
1207,"
The Talos Principle: Road to Gehenna review
",https://www.pcgamer.com/the-talos-principle-road-to-gehenna-2/
1208,"
Lethis: Path of Progress review
",https://www.pcgamer.com/lethis-path-of-progress-review/
1209,"
Feist review
",https://www.pcgamer.com/feist-review/
1210,"
F1 2015 review
",https://www.pcgamer.com/f1-2015-review/
1211,"
Replay: VHS Is Not Dead review
",https://www.pcgamer.com/replay-vhs-is-not-dead-review/
1212,"
Falcon Northwest Tiki Review
",https://www.pcgamer.com/falcon-northwest-tiki-review-2/
1213,"
Legends of Eisenwald review
",https://www.pcgamer.com/legends-of-eisenwald-review/
1214,"
QNAP TVS-871 NAS Review
",https://www.pcgamer.com/qnap-tvs-871-nas-review/
1215,"
Rocket League review
",https://www.pcgamer.com/rocket-league-review/
1216,"
Traverser review
",https://www.pcgamer.com/traverser-review/
1217,"
The Magic Circle review
",https://www.pcgamer.com/the-magic-circle-review/
1218,"
Lemma review
",https://www.pcgamer.com/lemma-review/
1219,"
Lego Minifigures Online review
",https://www.pcgamer.com/lego-minifigures-online-review/
1220,"
OCZ Vector 180 review
",https://www.pcgamer.com/ocz-vector-180-review/
1221,"
Infinifactory review
",https://www.pcgamer.com/infinifactory-review/
1222,"
Final Fantasy XIV: Heavensward review
",https://www.pcgamer.com/final-fantasy-xiv-heavensward-2/
1223,"
Ronin review
",https://www.pcgamer.com/ronin-review/
1224,"
You Must Build A Boat review
",https://www.pcgamer.com/you-must-build-a-boat-review/
1225,"
Her Story review
",https://www.pcgamer.com/her-story-review/
1226,"
Sapphire Tri-X AMD R9 390X Review
",https://www.pcgamer.com/sapphire-amd-tri-x-r9-390x-review/
1227,"
Intel Core i7-5775C Review and Overclocking
",https://www.pcgamer.com/intel-broadwell-dt-core-i7-5775c-review/
1228,"
pfSense SG-2440 Gateway Review
",https://www.pcgamer.com/pfsense-sg-2440-gateway-review/
1229,"
D4: Dark Dreams Don't Die review
",https://www.pcgamer.com/d4-dark-dreams-dont-die-review/
1230,"
Hatred review
",https://www.pcgamer.com/hatred-review/
1231,"
Heroes of the Storm review
",https://www.pcgamer.com/heroes-of-the-storm-review/
1232,"
Color Guardians review
",https://www.pcgamer.com/color-guardians-review/
1233,"
Massive Chalice review
",https://www.pcgamer.com/massive-chalice-review/
1234,"
Nvidia GeForce GTX 980 Ti Review
",https://www.pcgamer.com/nvidia-geforce-gtx-980-ti-review/
1235,"
Sunset review
",https://www.pcgamer.com/sunset-review/
1236,"
Toren review
",https://www.pcgamer.com/toren-reivew/
1237,"
Neon Struct review
",https://www.pcgamer.com/neon-struct-review/
1238,"
Magicka 2 review
",https://www.pcgamer.com/magicka-2-review/
1239,"
Galactic Civilizations 3 review
",https://www.pcgamer.com/galactic-civilizations-3-review/
1240,"
R.B.I. Baseball 2015 review
",https://www.pcgamer.com/rbi-baseball-2015-review/
1241,"
Technobabylon review
",https://www.pcgamer.com/technobabylon-review/
1242,"
The Witcher 3: Wild Hunt review
",https://www.pcgamer.com/the-witcher-3-review/
1243,"
Windward review
",https://www.pcgamer.com/windward-review/
1244,"
Kalimba review
",https://www.pcgamer.com/kalimba-review/
1245,"
Block N Load review
",https://www.pcgamer.com/block-n-load-review/
1246,"
Invisible Inc. review
",https://www.pcgamer.com/invisible-inc-review/
1247,"
Axiom Verge review
",https://www.pcgamer.com/axiom-verge-review-2/
1248,"
Crypt of the Necrodancer review
",https://www.pcgamer.com/crypt-of-the-necrodancer-review/
1249,"
Samsung T1 Portable SSD review
",https://www.pcgamer.com/samsung-t1-portable-ssd-review/
1250,"
Call of Duty: Advanced Warfare — Ascendance DLC review
",https://www.pcgamer.com/call-of-duty-advanced-warfare-ascendance-dlc-review/
1251,"
Magicka: Wizard Wars review
",https://www.pcgamer.com/magicka-wizard-wars-review/
1252,"
Wolfenstein: The Old Blood review
",https://www.pcgamer.com/wolfenstein-the-old-blood-review/
1253,"
Endless Legend: Guardians review
",https://www.pcgamer.com/endless-legend-guardians-review/
1254,"
Project Cars review
",https://www.pcgamer.com/project-cars-2/
1255,"
WWE 2K15 review
",https://www.pcgamer.com/wwe-2k15-review-pc/
1256,"
Kerbal Space Program review
",https://www.pcgamer.com/kerbal-space-program-review/
1257,"
Infinite Crisis review
",https://www.pcgamer.com/infinite-crisis-review/
1258,"
Origin PC EON15-X gaming notebook review
",https://www.pcgamer.com/origin-pc-eon15-x-gaming-notebook-review/
1259,"
StarDrive 2 review
",https://www.pcgamer.com/stardrive-2-review/
1260,"
Broken Age review
",https://www.pcgamer.com/broken-age-review/
1261,"
Kingston HyperX Cloud II review
",https://www.pcgamer.com/kingston-hyperx-cloud-ii-review/
1262,"
Gratuitous Space Battles 2 review
",https://www.pcgamer.com/gratuitous-space-battles-2-review/
1263,"
Hero Generations review
",https://www.pcgamer.com/hero-generations-review/
1264,"
Mortal Kombat X review
",https://www.pcgamer.com/mortal-kombat-x-review/
1265,"
Assassin's Creed Chronicles: China review
",https://www.pcgamer.com/assassins-creed-chronicles-china-review/
1266,"
Dungeons 2 review
",https://www.pcgamer.com/dungeons-2-review/
1267,"
GTA 5 review
",https://www.pcgamer.com/gta-5-review/
1268,"
I Am Bread review
",https://www.pcgamer.com/i-am-bread-review/
1269,"
Westerado: Double Barreled review
",https://www.pcgamer.com/westerado-double-barreled-review/
1270,"
Titan Souls review
",https://www.pcgamer.com/titan-souls-2/
1271,"
Please, Don't Touch Anything review
",https://www.pcgamer.com/please-dont-touch-anything-review/
1272,"
Arma 3: Marksmen DLC review
",https://www.pcgamer.com/arma-3-marksmen-dlc-review/
1273,"
The Sims 4: Get to Work review
",https://www.pcgamer.com/the-sims-4-get-to-work-review/
1274,"
Etherium review
",https://www.pcgamer.com/etherium-review/
1275,"
Out of the Park Baseball 16 review
",https://www.pcgamer.com/out-of-the-park-baseball-review/
1276,"
MSI GT80 Titan SLI-001 gaming notebook review
",https://www.pcgamer.com/msi-gt80-titan-sli-001-gaming-notebook-review/
1277,"
Hektor review
",https://www.pcgamer.com/hektor-review/
1278,"
Dragon Age Inquisition: Jaws of Hakkon review
",https://www.pcgamer.com/dragon-age-inquisition-jaws-of-hakkon-review/
1279,"
Pillars of Eternity review
",https://www.pcgamer.com/pillars-of-eternity-review/
1280,"
Homeworld Remastered review
",https://www.pcgamer.com/homeworld-remastered-review/
1281,"
Five Nights at Freddy's 3 review
",https://www.pcgamer.com/five-nights-at-freddys-3-review/
1282,"
Battlefield Hardline review
",https://www.pcgamer.com/battlefield-hardline-review/
1283,"
Far Cry 4: Valley of the Yetis review
",https://www.pcgamer.com/far-cry-4-valley-of-the-yetis-review/
1284,"
White Night review
",https://www.pcgamer.com/white-night-review/
1285,"
MSI GS30 2M Shadow with Gaming Dock review
",https://www.pcgamer.com/msi-gs30-2m-shadow-with-gaming-dock-review/
1286,"
Nvidia GeForce GTX Titan X review
",https://www.pcgamer.com/nvidia-geforce-gtx-titan-x-review/
1287,"
Sid Meier's Starships review
",https://www.pcgamer.com/sid-meiers-starships-review/
1288,"
Ori and the Blind Forest review
",https://www.pcgamer.com/ori-and-the-blind-forest-review/
1289,"
Assassin's Creed: Rogue review
",https://www.pcgamer.com/assassins-creed-rogue-review/
1290,"
Hotline Miami 2: Wrong Number review
",https://www.pcgamer.com/hotline-miami-2-wrong-number-review/
1291,"
Cities: Skylines review
",https://www.pcgamer.com/cities-skylines-review/
1292,"
LA Cops review
",https://www.pcgamer.com/la-cops-review/
1293,"
Pneuma: Breath of Life review
",https://www.pcgamer.com/pneuma-breath-of-life-review/
1294,"
Resident Evil Revelations 2 - Episode One review
",https://www.pcgamer.com/resident-evil-revelations-2-episode-one-review/
1295,"
Aaru's Awakening review
",https://www.pcgamer.com/aarus-awakening-review/
1296,"
Frozen Cortex review
",https://www.pcgamer.com/frozen-cortex-review/
1297,"
Hand of Fate review
",https://www.pcgamer.com/hand-of-fate-review/
1298,"
CyberPower PC Syber Vapor Review
",https://www.pcgamer.com/cyberpower-pc-syber-vapor-review-2015/
1299,"
Evolve review
",https://www.pcgamer.com/evolve-review-pc/
1300,"
Total War: Attila review
",https://www.pcgamer.com/total-war-attila-review/
1301,"
Sunless Sea review
",https://www.pcgamer.com/sunless-sea-review/
1302,"
Life is Strange episode one review
",https://www.pcgamer.com/life-is-strange-episode-one-review/
1303,"
Grow Home review
",https://www.pcgamer.com/grow-home-review/
1304,"
NZXT Doko review
",https://www.pcgamer.com/nzxt-doko-review/
1305,"
Heroes of Might & Magic III HD review
",https://www.pcgamer.com/heroes-of-might-magic-iii-hd-review/
1306,"
Gravity Ghost review
",https://www.pcgamer.com/gravity-ghost-review/
1307,"
Dying Light review
",https://www.pcgamer.com/dying-light-review/
1308,"
Grim Fandango Remastered review
",https://www.pcgamer.com/grim-fandango-remastered-review/
1309,"
The Marvellous Miss Take review
",https://www.pcgamer.com/the-marvellous-miss-take-review/
1310,"
Grey Goo review
",https://www.pcgamer.com/grey-goo-review/
1311,"
Final Fantasy XIII-2 review
",https://www.pcgamer.com/final-fantasy-xiii-2-review-2/
1312,"
EVGA GeForce GTX 960 review
",https://www.pcgamer.com/evga-geforce-gtx-960-review/
1313,"
Resident Evil HD Remaster review
",https://www.pcgamer.com/resident-evil-hd-remaster-review/
1314,"
Saints Row: Gat Out of Hell review
",https://www.pcgamer.com/saints-row-gat-out-of-hell-review/
1315,"
MSI GT72 2QE Dominator Pro review
",https://www.pcgamer.com/msi-gt72-2qe-dominator-pro-review/
1316,"
Philips 40-inch 4K monitor review
",https://www.pcgamer.com/philips-bdm4065uc-monitor-review/
1317,"
NS2: Combat review
",https://www.pcgamer.com/ns2-combat-review/
1318,"
Alienware Alpha review
",https://www.pcgamer.com/alienware-alpha-review/
1319,"
Elite: Dangerous review
",https://www.pcgamer.com/elite-dangerous-review/
1320,"
Scrolls review
",https://www.pcgamer.com/scrolls-review/
1321,"
HP Omen Review
",https://www.pcgamer.com/hp-omen-review-2014/
1322,"
Metal Gear Solid V: Ground Zeroes review
",https://www.pcgamer.com/metal-gear-solid-v-ground-zeroes-review/
1323,"
Dead State review
",https://www.pcgamer.com/dead-state-review/
1324,"
Steelseries Siberia V3 review
",https://www.pcgamer.com/steelseries-siberia-v3-review-2/
1325,"
Door Kickers review
",https://www.pcgamer.com/door-kickers-review/
1326,"
Samsung 850 EVO SSD review
",https://www.pcgamer.com/samsung-850-evo-ssd-review/
1327,"
Lara Croft and the Temple of Osiris review
",https://www.pcgamer.com/lara-croft-and-the-temple-of-osiris-review/
1328,"
The Talos Principle review
",https://www.pcgamer.com/the-talos-principle-review/
