ID,name,score,release_date_pc_gamer,date
136,Razer BlackWidow review,75,,14 March 2019
137,Lenovo Legion Y740 review,90,,14 March 2019
138,Razer Kraken headset review,82,,14 March 2019
139,Nvidia GeForce GTX 1660 review,85,,14 March 2019
140,Cooler Master MK850 gaming keyboard review,89,,13 March 2019
141,Hypnospace Outlaw review,81,,12 March 2019
142,Creative Sound BlasterX H6 headset review,88,,11 March 2019
143,BenQ EX3203R monitor review,80,,11 March 2019
144,EVGA GeForce GTX 1660 Ti XC Ultra review,86,,07 March 2019
145,Ape Out review,70,,07 March 2019
146,Alienware Aurora R8 gaming PC review,78,,06 March 2019
147,Devil May Cry 5 review,90,,06 March 2019
148,Origin Neuron gaming PC review,80,,05 March 2019
149,Digital Storm Lynx gaming PC review,77,,05 March 2019
150,Chillblast Fusion Blizzard gaming PC review,82,,05 March 2019
0,Logitech MX Vertical mouse review,89,,04 March 2019
1,The Occupation review,67,,04 March 2019
2,Xidax X-6 gaming PC review,87,,28 February 2019
3,Corsair Dominator Platinum RGB RAM review,94,,28 February 2019
4,Genesis Alpha One review,59,,28 February 2019
5,DXRacer Classic Series gaming chair review,87,,25 February 2019
6,Razer Core V2 review ,83,,25 February 2019
7,MSI GS75 Stealth review,74,,22 February 2019
8,Nvidia GeForce GTX 1660 Ti review,88,,22 February 2019
9,Anthem review,55,,21 February 2019
10,ViewSonic XG240R monitor review,75,,21 February 2019
11,Jump Force review,55,,19 February 2019
12,Dirt Rally 2.0 review,87,,18 February 2019
13,Crackdown 3 review,60,,15 February 2019
14,Eastshade review,78,,15 February 2019
15,Far Cry New Dawn review,70,,14 February 2019
16,Metro Exodus review,78,,13 February 2019
17,Razer Blade Stealth 13 (2019) review,81,,12 February 2019
18,Apex Legends review,93,,12 February 2019
19,Yakuza Kiwami review,74,,11 February 2019
20,Civilization 6: Gathering Storm review,81,,11 February 2019
21,Victrix Pro FS arcade fightstick review,90,,07 February 2019
22,HP Omen Obelisk gaming PC review,80,,07 February 2019
23,Arozzi Verona Junior Gaming Chair review,75,,07 February 2019
24,AMD Radeon VII review,77,,07 February 2019
25,Cooler Master SL600M case review,90,,06 February 2019
26,Asus RT-AX88U gaming router review,88,,06 February 2019
27,Battlefleet Gothic: Armada 2 review,84,,06 February 2019
28,Adata SX8200 Pro 1TB M.2 NVMe SSD review,88,,04 February 2019
29,Corsair One i160 review,95,,02 February 2019
30,My Time At Portia review,63,,01 February 2019
31,Razer Panthera Evo arcade fightstick review,65,,31 January 2019
32,Sunless Skies review,90,,31 January 2019
33,Wargroove review,78,,30 January 2019
34,Slay the Spire review,92,,24 January 2019
35,At the Gates review,57,,23 January 2019
36,Turtle Beach Elite Atlas review,78,,23 January 2019
37,Resident Evil 2 review,89,,22 January 2019
38,Pikuniku review,79,,21 January 2019
39,Ace Combat 7: Skies Unknown review,75,,18 January 2019
40,Onimusha: Warlords review,68,,15 January 2019
41,Catherine Classic review,73,,10 January 2019
42,Rode NT-USB microphone review,80,,09 January 2019
43,Kenshi review,84,,08 January 2019
44,RimWorld review,74,,08 January 2019
45,Nvidia GeForce RTX 2060 Review,88,,07 January 2019
46,DayZ review,69,,21 December 2018
47,Gris review,66,,21 December 2018
48,Alienware m15 review,70,,20 December 2018
49,Samson G-Track Pro USB microphone review,90,,18 December 2018
50,Insurgency: Sandstorm review,85,,18 December 2018
51,Ashen review,85,,18 December 2018
52,Below review,68,,17 December 2018
53,Parkitect review,77,,13 December 2018
54,Lenovo Legion Y530 laptop review,88,,12 December 2018
55,Dusk review,89,,12 December 2018
56,Walmart Overpowered DTW3 Gaming Desktop Review,60,,11 December 2018
57,Razer Nari Ultimate review,93,,11 December 2018
58,Acer Predator 17 X Review,80,,07 December 2018
59,BLD by NZXT Review,90,,06 December 2018
60,Artifact review,80,,05 December 2018
61,Katamari Damacy Reroll review,85,,05 December 2018
62,Mutant Year Zero: Road to Eden review,81,,04 December 2018
63,Acer Aspire E 15 laptop review,80,,04 December 2018
64,Killer7 review,77,,03 December 2018
65,Just Cause 4 review,73,,03 December 2018
66,"Warhammer 40,000: Mechanicus review",81,,28 November 2018
67,Darksiders 3 review,62,,26 November 2018
68,Fallout 76 review,60,,21 November 2018
69,Underworld Ascendant review,25,,21 November 2018
70,AMD Radeon RX 590 review,86,,15 November 2018
71,Overkill's The Walking Dead review,55,,15 November 2018
72,Razer Ornata Chroma review,70,,13 November 2018
73,Battlefield 5 review,79,,13 November 2018
74,MSI GF63 laptop review,85,,08 November 2018
75,Hitman 2 review,84,,08 November 2018
76,Corsair Vengeance 5180 gaming PC review,80,,08 November 2018
77,Call of Cthulhu review,59,,06 November 2018
78,EVGA GeForce RTX 2070 Black review,83,,30 October 2018
79,Football Manager 2019 review,90,,30 October 2018
80,ASUS ROG Strix GL12CX COD Edition review,80,,25 October 2018
81,Bad North review,78,,25 October 2018
82,Gigabyte X470 Aorus Gaming 7 Wi-Fi review,90,,25 October 2018
83,Victrix Pro AF ANC review,90,,24 October 2018
84,Acer Swift 3 SF315-41 laptop review,70,,24 October 2018
85,Wandersong review,88,,24 October 2018
86,Dreadnought review,68,,23 October 2018
87,Intel Core i7-9700K review,88,,23 October 2018
88,Exapunks review,79,,22 October 2018
89,Corsair Crystal 280X RGB case review,70,,22 October 2018
90,Soulcalibur 6 review,77,,22 October 2018
91,Return of the Obra Dinn review,90,,19 October 2018
92,Thronebreaker: The Witcher Tales review,81,,18 October 2018
93,Call of Duty: Black Ops 4 review,78,,17 October 2018
94,GeForce RTX 2070 Founders Edition review,76,,16 October 2018
95,Razer Raiju Tournament Edition review,72,,16 October 2018
96,Corsair HS70 SE Wireless headphones review,90,,12 October 2018
97,FIFA 19 review,83,,12 October 2018
98,Logitech C920 webcam review,92,,11 October 2018
99,Logitech G560 Lightsync speakers review,86,,10 October 2018
100,Cooler Master MasterBox MB500 review,90,,09 October 2018
101,Timespinner review,70,,09 October 2018
102,Antec Kühler H2O K120 cooler review,80,,08 October 2018
103,1More Triple Driver H1707 Headphones Review,90,,05 October 2018
104,Assassin's Creed Odyssey review,90,,05 October 2018
105,AOC Agon AG352UCG6 monitor review,80,,04 October 2018
106,Fractal Design Define S2 case review,90,,03 October 2018
107,Cooler Master Cosmos C700M case review,88,,03 October 2018
108,Roccat Kone AIMO mouse review,90,,02 October 2018
109,Pathfinder: Kingmaker review,69,,01 October 2018
110,Gigabyte Z370 Aorus Ultra Gaming 2.0 motherboard review,90,,01 October 2018
111,Star Control: Origins review,60,,28 September 2018
112,The Bard's Tale 4: Barrows Deep review,84,,27 September 2018
113,Forza Horizon 4 review,89,,25 September 2018
114,Logitech G502 Hero review,82,,25 September 2018
115,Valkyria Chronicles 4 review,86,,21 September 2018
116,SteelSeries Arctis Pro + GameDAC headphones review,90,,19 September 2018
117,Nvidia GeForce RTX 2080 Founders Edition review,80,,19 September 2018
118,ViewSonic VP3881 monitor review,90,,14 September 2018
119,Destiny 2: Forsaken review,86,,14 September 2018
120,Razer Panthera arcade fightstick review,75,,13 September 2018
121,Dell G7 15 gaming laptop review,82,,13 September 2018
122,Frozen Synapse 2 review,85,,13 September 2018
123,Intel SSD DC P4510 2TB SSD review,80,,12 September 2018
124,Megaquarium review,86,,12 September 2018
125,Dragon Quest 11: Echoes of an Elusive Age review,68,,11 September 2018
126,Shadow of the Tomb Raider review,84,,10 September 2018
127,TP-Link Deco M9 Plus mesh router review,89,,06 September 2018
128,TP-Link Archer C5400X gaming router review,92,,06 September 2018
129,Pro Evolution Soccer 2019 review,68,,05 September 2018
130,Strange Brigade review,68,,05 September 2018
131,Asus ROG Zephyrus M GM501 review,80,,05 September 2018
132,Planet Alpha review,53,,04 September 2018
133,Logitech G Pro gaming headset review,81,,30 August 2018
134,Logitech Brio webcam review,82,,30 August 2018
135,Two Point Hospital review,87,,30 August 2018
136,Not Tonight review,71,,28 August 2018
137,Donut County review,83,,28 August 2018
138,Steelseries Arctis 7 review,90,,27 August 2018
139,HyperX Cloud Alpha review,90,,23 August 2018
140,Razer Blade 15 (2018) review,90,,23 August 2018
141,Death's Gambit review,67,,22 August 2018
142,World of Warcraft: Battle for Azeroth review,86,,21 August 2018
143,Corsair K68 RGB keyboard review,84,,20 August 2018
144,Shenmue I & II review,88,,20 August 2018
145,F1 2018 review,75,,17 August 2018
146,Phantom Doctrine review,62,,14 August 2018
147,We Happy Few review,56,,10 August 2018
148,Unavowed review,80,,08 August 2018
149,Monster Hunter: World review,86,,07 August 2018
150,Overcooked 2 review,78,,07 August 2018
0,Fallen Enchantress review,85,,03 February 2013
1,Wurm Online review,68,,02 February 2013
2,Strike Suit Zero review,62,,01 February 2013
3,Corsair Vengeance M65 gaming mouse review,90,,01 February 2013
4,Antichamber review,82,,31 January 2013
5,Omerta: City of Gangsters review,78,,31 January 2013
6,The Cave review,67,,30 January 2013
7,DmC: Devil May Cry review,83,,29 January 2013
8,Chillblast Fusion Stealth PC review,88,,23 January 2013
9,Baldur's Gate: Enhanced Edition review,77,,01 January 2013
10,Sword of the Stars 2: Enhanced Edition review,55,,31 December 2012
11,WRC3 - World Rally Championship review,56,,30 December 2012
12,Lego Lord of the Rings review,77,,28 December 2012
13,Miner Wars review,60,,27 December 2012
14,A Game of Dwarves review,66,,26 December 2012
15,Air Buccaneers review,80,,25 December 2012
16,Stealth Bastard Deluxe review,78,,24 December 2012
17,Family Guy: Back to the Multiverse review,20,,22 December 2012
18,Hawken review,79,,21 December 2012
19,NBA 2K13 review,91,,12 December 2012
20,Viking: Battle for Asgard review,65,,10 December 2012
21,Painkiller: Hell and Damnation review,58,,09 December 2012
22,Cargo Commander review,72,,07 December 2012
23,Super Hexagon review,90,,06 December 2012
24,Euro Truck Simulator 2 review,85,,06 December 2012
25,Natural Selection 2 review,90,,05 December 2012
26,Assassin's Creed 3 review,72,,30 November 2012
27,Rift: Storm Legion review,82,,28 November 2012
28,PlanetSide 2 review,90,,27 November 2012
29,Far Cry 3 review,89,,21 November 2012
30,Hitman: Absolution review,66,,18 November 2012
31,Carrier Command: Gaea Mission review,59,,16 November 2012
32,Call of Duty: Black Ops 2 review,71,,15 November 2012
33,Cortex Command review,40,,14 November 2012
34,Hell Yeah! Wrath of the Dead Rabbit review,72,,13 November 2012
35,Lucius review,45,,13 November 2012
36,Mark of the Ninja review,90,,07 November 2012
37,Need For Speed: Most Wanted review,85,,02 November 2012
38,Medal of Honor: Warfighter review,35,,01 November 2012
39,Hotline Miami review,86,,01 November 2012
40,Pid review,50,,30 October 2012
41,Football Manager 2013 review,88,,29 October 2012
42,Fifa 13 review,86,,21 October 2012
43,Pro Evolution Soccer 2013 review,65,,21 October 2012
44,I Am Alive review,73,,20 October 2012
45,Strategic War in Europe review,72,,10 October 2012
46,FTL: Faster Than Light review,89,,09 October 2012
47,XCOM: Enemy Unknown review,87,,08 October 2012
48,War of the Roses review,77,,07 October 2012
49,World of Warcraft: Mists of Pandaria review,82,,04 October 2012
50,Darksiders 2 review,77,,25 September 2012
51,Torchlight II review,88,,24 September 2012
52,The Elder Scrolls V: Skyrim - Dawnguard review,59,,23 September 2012
53,Bullet Run review,32,,19 September 2012
54,Borderlands 2 review,90,,18 September 2012
55,Tiny & Big: Grandpa's Leftovers review,83,,17 September 2012
56,Gateways review ,79,,13 September 2012
57,Gratuitous Tank Battles review,88,,12 September 2012
58,Ys: Origins review,71,,11 September 2012
59,Inversion review,52,,11 September 2012
60,Ghost Recon: Future Soldier review,79,,10 September 2012
61,Endless Space review,82,,08 September 2012
62,Awesomenauts review,80,,07 September 2012
63,Hero Academy review,63,,07 September 2012
64,Prototype 2 review,60,,07 September 2012
65,Sleeping Dogs review,74,,06 September 2012
66,Out of the Park Baseball 13 review,78,,06 September 2012
67,Counter-Strike: Global Offensive review,84,,24 August 2012
68,Dark Souls Prepare to Die Edition PC review,89,,24 August 2012
69,Game of Thrones RPG review,58,,12 August 2012
70,Warlock: Master of the Arcane review,70,,11 August 2012
71,Binary Domain review,54,,11 August 2012
72,Resident Evil: Operation Racoon City review,46,,05 August 2012
73,Evochron Mercenary review,79,,04 August 2012
74,Dirt Showdown review,79,,04 August 2012
75,Civilization V: Gods and Kings review,81,,03 August 2012
76,The Secret World review,69,,01 August 2012
77,The Walking Dead - Episode 2 review,82,,30 July 2012
78,Orcs Must Die 2 review,84,,30 July 2012
79,Street Fighter X Tekken review,65,,09 July 2012
80,Iron Front: Liberation 1944 review,64,,06 July 2012
81,Botanicula review,82,,12 June 2012
82,Sins of a Solar Empire: Rebellion review,86,,11 June 2012
83,ArmA 2 review,83,,10 June 2012
84,Naval War: Arctic Circle review,76,,08 June 2012
85,Sniper Elite V2 review,65,,07 June 2012
86,TERA review,64,,06 June 2012
87,Defenders of Ardania review,59,,06 June 2012
88,Shoot Many Robots review,77,,06 June 2012
89,Stacking review,86,,27 May 2012
90,Warp review,80,,27 May 2012
91,Diablo 3 review,90,,22 May 2012
92,Age of Empires Online: Premium Celtic Civilization review,90,,08 May 2012
93,Ys: The Oath in Felghana review,56,,06 May 2012
94,MUD - FIM Motorcross World Championship review,63,,04 May 2012
95,Risen 2: Dark Waters review,61,,04 May 2012
96,The Walking Dead review,90,,01 May 2012
97,Super Monday Night Combat review,86,,01 May 2012
98,Ridge Racer Unbounded review,80,,01 May 2012
99,Men of War: Condemned Heroes review,60,,30 April 2012
100,Vessel review,72,,29 April 2012
101,Rayman Origins review,91,,28 April 2012
102,Realm of the Mad God review,80,,28 April 2012
103,Microsoft Flight review,82,,25 April 2012
104,1000 Amps review,64,,23 April 2012
105,AeroflyFS review,88,,22 April 2012
106,Analogue: A Hate Story review,76,,21 April 2012
107,Lone Survivor review,79,,19 April 2012
108,Legend of Grimrock review,80,,17 April 2012
109,King Arthur 2: The Role Playing Wargame review,77,,15 April 2012
110,Crusader Kings 2 review,87,,14 April 2012
111,Tribes: Ascend review,88,,12 April 2012
112,Alan Wake review,86,,06 April 2012
113,Gotham City Impostors review,70,,06 April 2012
114,Kingdoms of Amalur: The Reckoning review,74,,24 March 2012
115,Qube review,75,,23 March 2012
116,Syndicate review,54,,22 March 2012
117,Postal 3 review,21,,21 March 2012
118,Fate of the World: Tipping Point review,69,,20 March 2012
119,Shogun 2: Fall of the Samurai review,89,,16 March 2012
120,X3: Albion Prelude review,69,,06 March 2012
121,Mass Effect 3 review,93,,06 March 2012
122,Unity of Command review,86,,05 March 2012
123,X-Plane review,78,,28 February 2012
124,Race Injection review,64,,18 February 2012
125,Battlefield 3: Back to Karkand review,84,,16 February 2012
126,Earth Defence Force: Insect Armageddon review,60,,14 February 2012
127,Dear Esther review,84,,13 February 2012
128,Dustforce review,90,,10 February 2012
129,The Darkness 2 review,80,,07 February 2012
130,English Country Tune review,85,,30 January 2012
131,Magicka: The Stars are Left review,62,,29 January 2012
132,Serious Sam 3: BFE review,70,,28 January 2012
133,APB Reloaded review,57,,28 January 2012
134,Batman: Arkham City review,80,,26 January 2012
135,Trine 2 review,82,,25 January 2012
136,Anno 2070 review,75,,21 January 2012
137,Need For Speed: The Run review,53,,26 December 2011
138,Minecraft review,96,,25 December 2011
139,Star Wars: The Old Republic review,93,,22 December 2011
140,DC Universe Online review,78,,18 December 2011
141,Sword of the Stars 2 review,43,,18 December 2011
142,The Binding of Isaac review,83,,17 December 2011
143,Assassin's Creed Revelations review,71,,17 December 2011
144,Jurassic Park: The Game review,41,,03 December 2011
145,Might and Magic Heroes VI review,83,,27 November 2011
146,City of Heroes: Freedom review,86,,27 November 2011
147,Nuclear Dawn review,83,,27 November 2011
148,Train Simulator 2012 review,76,,26 November 2011
149,Take On Helicopters review,77,,26 November 2011
150,The Sims 3: Pets review,81,,26 November 2011
0,Thief review,79,,24 February 2014
1,Banished review,70,,21 February 2014
2,Samurai Gunn review,80,,21 February 2014
3,Loadout review,77,,20 February 2014
4,X: Rebirth review,39,,20 February 2014
5,Nvidia GeForce GTX 750 Ti review,88,,18 February 2014
6,The LEGO Movie Videogame review,50,,12 February 2014
7,"AMD A10-7850K ""Kaveri"" processor review",81,,06 February 2014
8,Jazzpunk review,92,,06 February 2014
9,The Wolf Among Us Episode Two review,65,,05 February 2014
10,The Castle Doctrine review,85,,01 February 2014
11,Strike Vector review,70,,01 February 2014
12,Octodad: Dadliest Catch review,45,,31 January 2014
13,Hearthstone review - 2014,80,,31 January 2014
14,Insurgency review,77,,29 January 2014
15,The Banner Saga review,82,,23 January 2014
16,Might and Magic X: Legacy review,73,,23 January 2014
17,Assasssin's Creed: Liberation HD review,61,,22 January 2014
18,Nidhogg review,93,,20 January 2014
19,Europa Universails IV: Conquest of Paradise review,84,,18 January 2014
20,Metal Gear Rising: Revengeance review,80,,17 January 2014
21,Broken Age Act 1 review,86,,14 January 2014
22,Path of Exile review - 2014,84,,13 January 2014
23,Deadly Premonition review,63,,24 December 2013
24,Samsung 840 EVO mSATA 500GB SSD review,92,,23 December 2013
25,Train Simulator review,63,,23 December 2013
26,The Walking Dead: Season 2 Episode 1 review,78,,17 December 2013
27,Chivalry: Deadliest Warrior review,55,,13 December 2013
28,Injustice: Gods Among Us Ultimate Edition review,80,,11 December 2013
29,World of Warplanes review,74,,10 December 2013
30,Corsair Carbide Air 540 chassis review,92,,06 December 2013
31,Assassin's Creed 4: Black Flag review,90,,26 November 2013
32,Formula 1 2013 review,82,,21 November 2013
33,Football Manager 2014 review,87,,19 November 2013
34,OCZ Vector 150 240GB SSD review,86,,16 November 2013
35,Democracy 3 review,68,,12 November 2013
36,Bioshock Infinite: Burial at Sea episode one review,74,,12 November 2013
37,Nvidia GeForce GTX 780 Ti review,91,,07 November 2013
38,Call of Duty: Ghosts PC review,67,,07 November 2013
39,Final Fantasy 14: A Realm Reborn review,79,,06 November 2013
40,Rise of Venice review,77,,05 November 2013
41,AMD Radeon R9 290 review,95,,05 November 2013
42,Batman: Arkham Origins review,68,,04 November 2013
43,Ironclad Tactics review,70,,01 November 2013
44,King of Fighters XIII Steam Edition review,62,,31 October 2013
45,Skullgirls review,80,,30 October 2013
46,Battlefield 4 PC review,84,,29 October 2013
47,Mechwarrior Online review,83,,26 October 2013
48,Fifa 14 review,89,,25 October 2013
49,Rayman Legends review,90,,25 October 2013
50,The Stanley Parable review,90,,25 October 2013
51,Takedown: Red Sabre review,49,,24 October 2013
52,Brothers: A Tale of Two Sons review,85,,24 October 2013
53,AMD Radeon R9 290X review,91,,24 October 2013
54,Eldritch review,72,,23 October 2013
55,Card Hunter review,85,,24 September 2013
56,Halo: Spartan Assault review,58,,18 September 2013
57,Dark review,43,,17 September 2013
58,Dishonored: The Brigmore Witches review,83,,16 September 2013
59,Gone Home review,85,,14 September 2013
60,Arma 3 review,84,,13 September 2013
61,Mortal Kombat: Komplete Edition review,67,,13 September 2013
62,Payday 2 review,79,,12 September 2013
63,Outlast review,75,,11 September 2013
64,Splinter Cell: Blacklist review,70,,10 September 2013
65,Amnesia: A Machine for Pigs review,89,,09 September 2013
66,Spelunky review,96,,09 September 2013
67,Total War: Rome 2 review,85,,02 September 2013
68,The Bureau: XCOM Declassified review,62,,29 August 2013
69,Nvidia Shield Review,70,,23 August 2013
70,Divinity: Dragon Commander review,85,,17 August 2013
71,Saints Row 4 review,90,,14 August 2013
72,DuckTales: Remastered review,60,,13 August 2013
73,Europa Universalis IV review,91,,13 August 2013
74,Rise of the Triad review,74,,12 August 2013
75,"Papers, Please review",87,,09 August 2013
76,Dota 2 review - 2013,90,,07 August 2013
77,Shadowrun Returns review,74,,02 August 2013
78,The Swapper review,88,,27 July 2013
79,Magrunner: Dark Pulse review,66,,26 July 2013
80,Marvel Heroes review,42,,25 July 2013
81,Samsung 840 EVO 1TB SSD review ,94,,25 July 2013
82,Neverwinter review,62,,24 July 2013
83,Mars: War Logs review,66,,16 July 2013
84,Corsair Vengeance K70 review,93,,11 July 2013
85,StarDrive review,78,,11 July 2013
86,Rise of the Hutt Cartel review,63,,10 July 2013
87,ShootMania: Storm review,73,,09 July 2013
88,Civilization V: Brave New World review,88,,09 July 2013
89,Magic 2014 — Duels of the Planeswalkers review,75,,08 July 2013
90,Grid 2 review,82,,08 July 2013
91,Dust: An Elysian Tail review,79,,08 July 2013
92,The Walking Dead: 400 Days DLC review,83,,05 July 2013
93,Call of Juarez: Gunslinger review,84,,05 July 2013
94,Wargame: AirLand Battle review,87,,04 July 2013
95,DYAD review,86,,04 July 2013
96,Dead Island: Riptide review,45,,27 June 2013
97,Far Cry 3: Blood Dragon review,81,,26 June 2013
98,Zeno Clash 2 review,67,,25 June 2013
99,EVGA GeForce GTX 760 Superclocked review ,83,,25 June 2013
100,Nvidia GeForce GTX 760 review,90,,25 June 2013
101,Fez review,90,,22 June 2013
102,Company of Heroes 2 review,80,,21 June 2013
103,Star Trek review,45,,20 June 2013
104,Leviathan: Warships review,81,,19 June 2013
105,Slender: The Arrival review,65,,18 June 2013
106,Gigabyte G1.Sniper M5 motherboard review,87,,18 June 2013
107,Rising Storm review,86,,07 June 2013
108,Remember Me review,68,,04 June 2013
109,Nvidia GeForce GTX 770 2GB review,90,,30 May 2013
110,Nvidia GeForce GTX 780 review,82,,23 May 2013
111,Metro: Last Light review,80,,13 May 2013
112,Monaco: What's Yours Is Mine review,90,,25 April 2013
113,AMD Radeon HD 7990 6GB review,79,,24 April 2013
114,Asus GTX 670 DirectCU Mini review,77,,17 April 2013
115,Fallen Enchantress: Legendary Heroes review,75,,12 April 2013
116,Bit.Trip Runner 2 review,85,,11 April 2013
117,Defiance review,62,,11 April 2013
118,Brütal Legend review,74,,10 April 2013
119,Sniper: Ghost Warrior 2 review,49,,09 April 2013
120,The Castle Doctrine alpha review,0,,08 April 2013
121,March of the Eagles review,80,,01 April 2013
122,The Banner Saga: Factions review,59,,29 March 2013
123,Sapphire HD 7790 review,63,,27 March 2013
124,Nvidia GeForce GTX 650 Ti Boost review,85,,27 March 2013
125,Bioshock Infinite review,91,,25 March 2013
126,Mass Effect 3: The Citadel DLC review,90,,24 March 2013
127,The Showdown Effect review,70,,23 March 2013
128,StarCraft 2: Heart of the Swarm review,91,,20 March 2013
129,Anodyne review,84,,13 March 2013
130,Dungeonland review,70,,12 March 2013
131,Teleglitch review,84,,11 March 2013
132,SimCity review,69,,09 March 2013
133,Tomb Raider review,75,,08 March 2013
134,No Time To Explain review,43,,07 March 2013
135,Proteus review,76,,05 March 2013
136,Scribblenauts Unlimited review,76,,04 March 2013
137,Impire review,63,,03 March 2013
138,The Elder Scrolls V: Skyrim - Dragonborn review,88,,28 February 2013
139,Dead Space 3 review,80,,27 February 2013
140,Nvidia GeForce GTX Titan review,88,,21 February 2013
141,Crysis 3 review,81,,19 February 2013
142,Club3D Radeon HD 7870 XT jokerCard review,93,,14 February 2013
143,Aliens: Colonial Marines review,48,,12 February 2013
144,Ace of Spades review,45,,09 February 2013
145,Waking Mars review,73,,08 February 2013
146,Long Live the Queen review,65,,07 February 2013
147,Puddle review,80,,06 February 2013
148,Primordia review,55,,05 February 2013
149,Crusader Kings 2: The Republic review,79,,04 February 2013
150,Fallen Enchantress review,85,,03 February 2013
0,The Aquatic Adventure of the Last Human review,90,,11 February 2016
1,Dying Light: The Following review,80,,11 February 2016
2,Firewatch review,85,,08 February 2016
3,YubiKey Neo and Neo-n Review,95,,08 February 2016
4,Lego Marvel's Avengers review,52,,04 February 2016
5,Use Good Headphones with a Modmic,95,,04 February 2016
6,Rise of the Tomb Raider: Baba Yaga DLC review,65,,04 February 2016
7,XCOM 2 review,94,,01 February 2016
8,Bombshell review,30,,29 January 2016
9,American Truck Simulator review,80,,29 January 2016
10,Blade and Soul review,52,,29 January 2016
11,Rise of the Tomb Raider review,83,,27 January 2016
12,NZXT CAM 3.0 Review,90,,26 January 2016
13,The Witness review,89,,25 January 2016
14,Samsung 950 Pro 512GB Review,95,,25 January 2016
15,Crashlands review,73,,23 January 2016
16,The Westport Independent review ,67,,22 January 2016
17,Pony Island review,91,,22 January 2016
18,Homeworld: Deserts of Kharak review,90,,21 January 2016
19,Darkest Dungeon review,88,,20 January 2016
20,Resident Evil 0 HD Remaster Review,63,,18 January 2016
21,Oxenfree review,83,,15 January 2016
22,Aviary Attorney review,78,,15 January 2016
23,"That Dragon, Cancer review",75,,15 January 2016
24,Dragon's Dogma: Dark Arisen review,81,,14 January 2016
25,Tharsis review,44,,13 January 2016
26,Alienware Steam Machine Review,55,,11 January 2016
27,Evodesk standing desk review,90,,11 January 2016
28,Polk Audio Striker Pro Review,85,,07 January 2016
29,Four Weeks with Google OnHub,85,,29 December 2015
30,SteelSeries Rival 100 Gaming Mouse Review,85,,28 December 2015
31,Crucial BX200 480GB SSD Review,65,,28 December 2015
32,Dirt Rally review,80,,18 December 2015
33,Surface Pro 4 Review,85,,18 December 2015
34,Life is Feudal: Your Own review,68,,17 December 2015
35,Total War: Attila - Age of Charlemagne review,74,,16 December 2015
36,Dragon Quest Heroes review,58,,15 December 2015
37,Xbox Elite Controller Review,95,,14 December 2015
38,Nuclear Throne review,90,,14 December 2015
39,NextDesk Air Review (Updated),100,,10 December 2015
40,Asus Z170 Sabertooth Mark 1 review,92,,07 December 2015
41,Rainbow Six Siege review,90,,04 December 2015
42,Hard West review,61,,03 December 2015
43,Samsung 850 Evo 2TB Review,90,,03 December 2015
44,Samsung 850 Pro 2TB Review,80,,03 December 2015
45,Just Cause 3 review,67,,01 December 2015
46,MSI GT72S with GTX 980,95,,27 November 2015
47,Synology RC18015xs+ Cluster Review,95,,26 November 2015
48,Assassin's Creed: Syndicate review,66,,25 November 2015
49,Sonic: Lost World review,32,,20 November 2015
50,Football Manager 2016 review,83,,19 November 2015
51,AMD R9 380X Review Featuring Sapphire,85,,19 November 2015
52,Asus Strix R9 380X OC Review,84,,19 November 2015
53,Star Wars Battlefront review,72,,18 November 2015
54,Game of Thrones review (season one),65,,18 November 2015
55,Logitech G633 Artemis Spectrum Gaming Headset Review,90,,17 November 2015
56,StarCraft 2: Legacy of the Void review,91,,17 November 2015
57,Chaos Reborn review,87,,13 November 2015
58,QNAP TVS-EC1080+ 10-Bay NAS Review,90,,13 November 2015
59,Razer Diamondback Review,85,,12 November 2015
60,Call of Duty: Black Ops 3 review,75,,11 November 2015
61,Anno 2205 review,73,,10 November 2015
62,Fallout 4 review,88,,09 November 2015
63,Galak-Z review,88,,09 November 2015
64,MSI Z170A XPower Gaming Titanium Edition review,89,,06 November 2015
65,Samsung SSD 950 Pro review,84,,05 November 2015
66,Tales of Zestiria review,82,,05 November 2015
67,Asus Maximus VIII Extreme Review,83,,04 November 2015
68,Logitech G633 Artemis Spectrum review,67,,04 November 2015
69,Guild Wars 2: Heart of Thorns review,85,,31 October 2015
70,Kingdom review,70,,30 October 2015
71,Batman: Arkham Knight review,70,,30 October 2015
72,Warhammer: End Times – Vermintide review,90,,29 October 2015
73,Rebel Galaxy review,70,,28 October 2015
74,Zotac GTX 980 Ti Amp! Extreme,95,,27 October 2015
75,Asus MG279Q Review,90,,26 October 2015
76,Fractal Design Define S Review,90,,26 October 2015
77,Razer Kraken Pro Review,50,,26 October 2015
78,Eurocom M5 Pro Review,90,,23 October 2015
79,Sword Coast Legends review,55,,23 October 2015
80,Tales from the Borderlands review (season),89,,22 October 2015
81,Life Is Strange review,77,,22 October 2015
82,Samsung 950 Pro 256GB Review,90,,22 October 2015
83,Mushroom 11 review,85,,21 October 2015
84,Human Resource Machine review,75,,21 October 2015
85,Origin PC Millennium,80,,20 October 2015
86,Broforce review,78,,19 October 2015
87,Corsair Strafe Mechanical Keyboard Review,80,,19 October 2015
88,Prison Architect review,87,,15 October 2015
89,The Witcher 3: Hearts of Stone review,82,,14 October 2015
90,80 Days review,91,,13 October 2015
91,Kingston HyperX Predator 480GB,65,,08 October 2015
92,Corsair Void Wireless Dolby 7.1 headset review,70,,08 October 2015
